name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"Yogendra Nilyam","Humayun Pur, Bihar 843333, India","Humayun Pur",,,"26.489055,85.626596",26.489055,85.626596,,,establishment,https://plus.google.com/116439468357508147787/about?hl=en-US,,ChIJnbDT3EtW7DkRI3F6ivlPbjY
"Government Officials Residential Quarter","Runi Saidpur, Bihar 843328, India","Runi Saidpur",,,"26.387227,85.505054",26.387227,85.505054,,,establishment,https://plus.google.com/105802254379760412341/about?hl=en-US,,ChIJjwO9Kc_97DkRjKgfZr2O6AY
"Police Staff Quarters","Thana Road, Runi Saidpur, Bihar 843328, India","Thana Road, Runi Saidpur",,,"26.389692,85.505899",26.389692,85.505899,,,establishment,https://plus.google.com/117566683653599981425/about?hl=en-US,,ChIJY6IEmM797DkRgYHUNNWdLnU
"lais machine tools","vill:-shitalpur,p.o:-jokiyari,p.s:-raxaul,East Champaran, Raxaul, Bihar 845305, India","vill:-shitalpur,p.o:-jokiyari,p.s:-raxaul,East Champaran, Raxaul",,,"26.9833,84.85",26.9833,84.85,,,establishment,https://plus.google.com/115757534188948942697/about?hl=en-US,http://lmtraxaul.yolasite.com/,ChIJFyjwDVNRkzkR8cywKGW198M
"Sheoram Jogendra Prasad","NH 77, Bihar, India","NH 77",,,"26.593606,85.502357",26.593606,85.502357,,,"hardware_store / store / establishment",https://plus.google.com/103761570478165677303/about?hl=en-US,,ChIJncXHBiPx7DkRKgGyHJ_Uysk
"BSNL Exchange Kotwa","Kotwa, Bihar 845429, India",Kotwa,,,"26.51703,84.842112",26.51703,84.842112,,,establishment,https://plus.google.com/106871809717772192469/about?hl=en-US,,ChIJ2S3_O-IxkzkRDyCK3kUK5Z8
"Laxmi Nivash(Er. Manoj Shrivastava's Home)","Post Office Road, Ramgarhwa, Ramgarhwa, Bihar 845433, India","Post Office Road, Ramgarhwa, Ramgarhwa",,,"26.875263,84.78552",26.875263,84.78552,,,establishment,https://plus.google.com/114423672749245037954/about?hl=en-US,,ChIJz99esO9PkzkRcWQbs5CxvOs
"Power Point","Main Road, Bihar 843301, India","Main Road",,,"26.577799,85.512862",26.577799,85.512862,,,establishment,https://plus.google.com/100093851674552716355/about?hl=en-US,,ChIJbZl2I9Hw7DkRLUircg93pv0
"M/S KAPIL DEO PRASAD AND SONS","Nakched Tola Road, Nakshey Tola, Motihari, Bihar 845401, India","Nakched Tola Road, Nakshey Tola, Motihari","088737 97729","+91 88737 97729","26.661889,84.919735",26.661889,84.919735,,,"store / establishment",https://plus.google.com/105525821567236246238/about?hl=en-US,,ChIJmf3zLCA1kzkRuBIaUFWeh4U
"Mahavir Hardware Shop","State Highway 54, Rajendra Nagar, Motihari, Bihar 845401, India","State Highway 54, Rajendra Nagar, Motihari",,,"26.649294,84.926918",26.649294,84.926918,,,"hardware_store / store / establishment",https://plus.google.com/101151470095779025549/about?hl=en-US,,ChIJ-y37Hts0kzkRAlzYj0L8auM
"Khan Mansion","Nakshey Tola, Motihari, Bihar 845401, India","Nakshey Tola, Motihari","090974 22789","+91 90974 22789","26.665262,84.922997",26.665262,84.922997,,,"store / establishment",https://plus.google.com/118280924970133060664/about?hl=en-US,,ChIJd48b3yM1kzkRl_LrmZFTDmA
"Power Station","Madhuban, Bihar 845420, India",Madhuban,,,"26.445946,85.13326",26.445946,85.13326,,,establishment,https://plus.google.com/103337388206042064229/about?hl=en-US,,ChIJ9fmKnTva7DkRvqYKiUsO3HM
"Madhuban Hardware Store","Madhuban, Bihar 845420, India",Madhuban,,,"26.441115,85.137217",26.441115,85.137217,,,"hardware_store / store / establishment",https://plus.google.com/101158738881843716492/about?hl=en-US,,ChIJPcx9ZCXa7DkRtf1Wu22GOxs
"Millat Timber Traders","NH 28A Motihari, Bihar, India","NH 28A Motihari, Bihar",,,"26.633359,84.918648",26.633359,84.918648,,,"store / establishment",https://plus.google.com/111538866209984698214/about?hl=en-US,,ChIJ75uUFsU0kzkRuBfIldpR1uA
"Maa Tara Hardware Shop","Belbanwa, Motihari, Bihar 845401, India","Belbanwa, Motihari",,,"26.652618,84.907544",26.652618,84.907544,,,"hardware_store / store / establishment",https://plus.google.com/102255065206990748338/about?hl=en-US,,ChIJEbaCYvs0kzkRpz7hncKAMg8
"Abhishek (Chandan)","Premnagar - Thika Road, Premnagar, Bihar 843315, India","Premnagar - Thika Road, Premnagar",,,"26.488685,85.509315",26.488685,85.509315,,,establishment,https://plus.google.com/116774163308281796007/about?hl=en-US,,ChIJwUE-ZM377DkR3PZt0iSPd-k
"Airtel Tower","Kesariya Road, Baisakhwa, Bihar 845424, India","Kesariya Road, Baisakhwa",,,"26.366158,84.884255",26.366158,84.884255,,,establishment,https://plus.google.com/111247951024931206167/about?hl=en-US,,ChIJMVfpGE8qkzkR4pTOeerOyQ4
"Kalaiya Power Station","Kalaiya 44400, Nepal",Kalaiya,053-550084,"+977 53-550084","27.025351,85.001985",27.025351,85.001985,,,establishment,https://plus.google.com/116668561579464791205/about?hl=en-US,,ChIJg_YiD7ir7DkRvVYyrLT11So
"Chakia Power House","Hospital Road, Chakia, Bihar 845412, India","Hospital Road, Chakia",,,"26.412139,85.054033",26.412139,85.054033,,,establishment,https://plus.google.com/117687563938571250924/about?hl=en-US,,ChIJSSnitsTW7DkRhZgJ9MJ_UCg
"Mishra Hardware Store","Kesaria Road,Chakia,Purvi champaran,Bihar, Chakia, Bihar 845412, India","Kesaria Road,Chakia,Purvi champaran,Bihar, Chakia",,,"26.414708,85.046932",26.414708,85.046932,,,"hardware_store / store / establishment",https://plus.google.com/106040724389777282675/about?hl=en-US,,ChIJsyeVS8bW7DkRMKYy1kYcUPI
"ANStar Empire","Hussaini Mazaar Road, State Highway 74, Hussaini, Bihar 845423, India","Hussaini Mazaar Road, State Highway 74, Hussaini",,,"26.375862,84.797546",26.375862,84.797546,,,establishment,https://plus.google.com/100570903940078166184/about?hl=en-US,,ChIJeUM0TvQokzkRPQh4zEpSdyw
"BRC Building","Behind Vyapaar Mandal, Thana Road, Runi Saidpur, Bihar 843328, India","Behind Vyapaar Mandal, Thana Road, Runi Saidpur",,,"26.388479,85.505596",26.388479,85.505596,,,establishment,https://plus.google.com/110534921458508758784/about?hl=en-US,,ChIJnRnvw8797DkRXXMIu5bqTvs
"Mithla Hardware","National Highway 77, Bihar 843328, India","National Highway 77",,,"26.386025,85.503306",26.386025,85.503306,,,"hardware_store / store / establishment",https://plus.google.com/100545990052569387947/about?hl=en-US,,ChIJSxZEwMj97DkR5ym2SHoaxtA
"Ravi Ranjan Home","Jaisinghpur, Bihar 845437, India",Jaisinghpur,,,"26.629425,84.805047",26.629425,84.805047,,,establishment,https://plus.google.com/111907400283487331077/about?hl=en-US,,ChIJMR5XziI3kzkRipFIhUr3YC0
"Power House","त्रिभुवन राजपथ, Birgunj 44300, Nepal","त्रिभुवन राजपथ, Birgunj",,,"27.029278,84.888595",27.029278,84.888595,,,"bus_station / transit_station / establishment",https://maps.google.com/maps/place?cid=9519627244086348421,,ChIJeb65DVJUkzkRhcrllYqCHIQ
"Agricultural Tools Factory","Tribhuvan Rajpath, Birgunj 44300, Nepal","Tribhuvan Rajpath, Birgunj",,,"27.04265,84.896199",27.04265,84.896199,,,establishment,https://plus.google.com/110615309010626493626/about?hl=en-US,,ChIJs8qTq6lVkzkRUwQJ0EFggz4
"NEA Power Station","Narayani, 44400, Nepal",,,,"27.086042,84.934448",27.086042,84.934448,,,establishment,https://plus.google.com/109223900843636388533/about?hl=en-US,,ChIJu58Be6mqlDkRtiMUKHbh32A
"Trishakti Cement Industries","Narayani, 44300, Nepal",,,,"27.060903,84.908062",27.060903,84.908062,,,establishment,https://plus.google.com/116951705651084217732/about?hl=en-US,,ChIJUy2siXJVkzkR24qC9gAIRl0
"Narayani Cement Udyog Pvt. Ltd.","Narayani, 44300, Nepal",,051-525693,"+977 51-525693","27.061055,84.907032",27.061055,84.907032,,,establishment,https://plus.google.com/111784069744013105210/about?hl=en-US,,ChIJUYYLi3JVkzkRYvb0QEnWUCs
"Star Cement Pvt Ltd.","Ramauli Losanda Road, 44400, Nepal","Ramauli Losanda Road",,,"27.112264,84.961052",27.112264,84.961052,,,establishment,https://plus.google.com/109323489385810748872/about?hl=en-US,,ChIJK0FZ-BVV6zkRZo5PQk0-B0o
"Sri Janki Traders","Pupri, Bihar 843333, India",Pupri,,,"26.467168,85.699764",26.467168,85.699764,,,"hardware_store / store / establishment",https://plus.google.com/100578439048546972160/about?hl=en-US,,ChIJLfRMqkZR7DkRTbY9iI38bbA
"Shivam Choona Bhandar","Pupri, Bihar 843320, India",Pupri,"094300 84147","+91 94300 84147","26.47325,85.704897",26.47325,85.704897,,,"home_goods_store / store / establishment",https://plus.google.com/108270236353886250337/about?hl=en-US,,ChIJ5wgJ_D9R7DkRX6FTgMfxLWw
"RMC Cement Pvt. Ltd.","Pipara Simara 44400, Nepal","Pipara Simara",,,"27.147305,84.971661",27.147305,84.971661,,,establishment,https://plus.google.com/111646772661014753706/about?hl=en-US,,ChIJQb9V4fFU6zkRZOfyO1FST8Y
"NEA Power Division","Narbasti Road, Pipara Simara 44400, Nepal","Narbasti Road, Pipara Simara",,,"27.165647,84.972261",27.165647,84.972261,,,establishment,https://plus.google.com/104262465230270916483/about?hl=en-US,,ChIJPyNM8Y9U6zkRfsgCuB0LoKs
"Power House","H 02, Pipara Simara 44400, Nepal","H 02, Pipara Simara",,,"27.165655,84.971698",27.165655,84.971698,,,establishment,https://plus.google.com/106641464170144137164/about?hl=en-US,,ChIJQXlW-Y9U6zkRLKgpcMLOYg8
"Power Sub Station","Kesariya, Kesariya Road, Bihar, India","Kesariya, Kesariya Road",,,"26.359011,84.87013",26.359011,84.87013,,,establishment,https://plus.google.com/110336253933523466877/about?hl=en-US,,ChIJXVtjoTsqkzkR2wsQilf3PPc
"jaysawal hardwares","Chakia Kesariya Sattarghat Road, Kesariya, Bihar 845424, India","Chakia Kesariya Sattarghat Road, Kesariya",,,"26.355171,84.872475",26.355171,84.872475,,,"store / establishment",https://plus.google.com/105460927431238803180/about?hl=en-US,,ChIJD_Wygj4qkzkRrA-8GBliTqw
"Janki Traders","Chakia Kesariya Sattarghat Road, Kesariya, Bihar 845424, India","Chakia Kesariya Sattarghat Road, Kesariya",,,"26.354807,84.871711",26.354807,84.871711,,,"store / establishment",https://plus.google.com/105776112700104697133/about?hl=en-US,,ChIJefMCMjwqkzkRNVnR2IkNQQ8
"Prakash Hardware","Naya Bazar, Chakia Kesariya Sattarghat Rd, Kesariya, Bihar 845424, India","Naya Bazar, Chakia Kesariya Sattarghat Rd, Kesariya","094733 60872","+91 94733 60872","26.354293,84.871716",26.354293,84.871716,,,"hardware_store / store / establishment",https://plus.google.com/109579483837917307285/about?hl=en-US,,ChIJPypszT0qkzkRK1m0-y3bwKs
"Gulab Hardware Store","Jale-Jogiara Road, Jale, Bihar 847302, India","Jale-Jogiara Road, Jale",,,"26.388528,85.729166",26.388528,85.729166,,,"hardware_store / store / establishment",https://plus.google.com/112808578492411702902/about?hl=en-US,,ChIJiXMqCuNS7DkRXWxZYNNGAPc
"BSEB Sub Station","Kaurihar, Bihar 845305, India",Kaurihar,,,"26.954991,84.841125",26.954991,84.841125,,,establishment,https://plus.google.com/101962489051555964264/about?hl=en-US,http://bsphcl.bih.nic.in/,ChIJ1Y14HWxRkzkRulFlTC1NVwY
"Shree Ram Ply Industries","Pataura Tola Gorhwa, Bihar 845401, India","Pataura Tola Gorhwa",,,"26.623115,84.966962",26.623115,84.966962,,,establishment,https://plus.google.com/104423095184443873129/about?hl=en-US,,ChIJR2hU0GXL7DkR0NHHQk0r7ow
"Manzar Fertilizer And Hardware Store","Gamhariya-Samanpur Road, Gamhariya 44513, Nepal","Gamhariya-Samanpur Road, Gamhariya",0984-5251343,"+977 984-5251343","26.939762,85.367757",26.939762,85.367757,,,"store / establishment",https://plus.google.com/105382817519457792167/about?hl=en-US,,ChIJFY_9IqqZ7DkRGvq8rPWOJFI
"Jalan Electric Company","Main Road, Near Bata, Main Road, Sitmarhi, Bihar 843302, India","Main Road, Near Bata, Main Road, Sitmarhi","099319 14095","+91 99319 14095","26.59458,85.493793",26.59458,85.493793,,,"store / establishment",https://plus.google.com/110769472282381893263/about?hl=en-US,,ChIJn_aKIRrx7DkRRWKgcfvztr4
"alok electricals sitamarhi","Mata Mandir Road, Bihar 843301, India","Mata Mandir Road","094712 93131","+91 94712 93131","26.595747,85.492836",26.595747,85.492836,,,"store / establishment",https://plus.google.com/116662056023577208158/about?hl=en-US,,ChIJk6P0dBrx7DkRa5L1pXSeY2Y
"jyoti handloom","madhuban Chawani Chowk.Near-SBI Branch Motihari, Motihari, Bihar 845401, India","madhuban Chawani Chowk.Near-SBI Branch Motihari, Motihari","093134 68653","+91 93134 68653","26.65,84.9167",26.65,84.9167,,,"home_goods_store / store / establishment",https://plus.google.com/102977215236704089260/about?hl=en-US,,ChIJXVVDd900kzkRPdKWaH0zo-0
"GAYATRI AGRO AGENCY","Kuanwa Road, Raniganj Mohhala, Chakia, Bihar 845412, India","Kuanwa Road, Raniganj Mohhala, Chakia","06257 243 242","+91 6257 243 242","26.413163,85.047622",26.413163,85.047622,,,"car_dealer / store / establishment",https://plus.google.com/104105244880407499571/about?hl=en-US,,ChIJnxxI8cbW7DkR8l6_40e0Vl4
"S K Electric","Runi Saidpur, Bihar 843328, India","Runi Saidpur",,,"26.392433,85.505147",26.392433,85.505147,,,"store / establishment",https://plus.google.com/114884217988668019051/about?hl=en-US,,ChIJdcU5cMz97DkRVvErWgarhW8
"HARI OM ELECTRIC","6, National Highway 77, Runi Saidpur, Bihar 843328, India","6, National Highway 77, Runi Saidpur","099395 32673","+91 99395 32673","26.389278,85.503863",26.389278,85.503863,,,"store / establishment",https://plus.google.com/118171037489928865566/about?hl=en-US,,ChIJ40DpRcn97DkR0dJxgpX85Cs
"Triveni Gopal Complex","H02, Birgunj 44300, Nepal","H02, Birgunj",,,"27.006905,84.873975",27.006905,84.873975,,,establishment,https://plus.google.com/110261936237491444428/about?hl=en-US,,ChIJISy1shVUkzkRr0SLI9Kru9Q
"New Roop Bahar Interior Furnishing","Ashram Road, Noneadih, Raxaul, Bihar 845305, India","Ashram Road, Noneadih, Raxaul",,,"26.984287,84.853063",26.984287,84.853063,,,"home_goods_store / store / establishment",https://plus.google.com/116020979375017634782/about?hl=en-US,,ChIJxZjNwVRRkzkRlzWfgnqgFok
"Noor Electronics","State Highway 52, Jaitpur Mohalla, Pupri, Bihar 843320, India","State Highway 52, Jaitpur Mohalla, Pupri",,,"26.472529,85.702526",26.472529,85.702526,,,"store / establishment",https://plus.google.com/113587709624689183742/about?hl=en-US,,ChIJf--zgEBR7DkRubgrM4j04HI
Bata,"Main Road, Bhavdepur, 843302, India","Main Road, Bhavdepur","1800 419 2282","+91 1800 419 2282","26.570396,85.42724",26.570396,85.42724,,,"shoe_store / store / establishment",https://plus.google.com/101399610667641785035/about?hl=en-US,http://www.bata.in/,ChIJxU-bIhrx7DkRpnZHErEmQx8
"Bata footware","National Highway 28A, Rajendra Nagar, Motihari, Bihar 845401, India","National Highway 28A, Rajendra Nagar, Motihari","099052 19767","+91 99052 19767","26.654799,84.919452",26.654799,84.919452,,,"shopping_mall / establishment",https://plus.google.com/106741432507089793451/about?hl=en-US,http://www.bata.in/,ChIJf3etId40kzkRj7xMLbF33JE
"Bata Showroom","National Highway 28A, Noneadih, Raxaul, Bihar 845305, India","National Highway 28A, Noneadih, Raxaul","1800 419 2282","+91 1800 419 2282","26.984878,84.853179",26.984878,84.853179,,,"shoe_store / store / establishment",https://plus.google.com/107546809812833550231/about?hl=en-US,http://www.bata.in/,ChIJTUVyxlRRkzkRJK2uBz8guPM
Bata,"Main Road, 31, Motihari, 845401, India","Main Road, 31, Motihari","1800 419 2282","+91 1800 419 2282","26.6328,84.9252",26.6328,84.9252,,,"shoe_store / store / establishment",https://plus.google.com/118307965927079346199/about?hl=en-US,http://www.bata.in/?utm_source=Google&utm_medium=Places&utm_campaign=India,ChIJQ8n6J7k0kzkRcDKRSYGqj9w
"Consulate General of India","Birgunj 44300, Nepal",Birgunj,"051-532233 ext. 532244","+977 51-532233 ext. 532244","27.019613,84.881222",27.019613,84.881222,,,"embassy / establishment",https://plus.google.com/113731806672411121997/about?hl=en-US,http://www.cgibirgunj.org/,ChIJFRZnZ0ZUkzkRYKJvkcvqxw0
"Axis Bank","State Highway 54, Bhawanipur Zirat, Motihari, Bihar 845401, India","State Highway 54, Bhawanipur Zirat, Motihari","1800 209 5577","+91 1800 209 5577","26.65211,84.9212",26.65211,84.9212,,,"bank / finance / establishment",https://plus.google.com/112529262024700965187/about?hl=en-US,http://www.axisbank.com/,ChIJZ2Q9xt00kzkRCHCRIJTrW7I
"Axis Bank ATM","Chandmari, Motihari, Bihar 845401, India","Chandmari, Motihari","1800 209 5577","+91 1800 209 5577","26.651977,84.904468",26.651977,84.904468,,,"atm / finance / establishment",https://plus.google.com/108733471898144842177/about?hl=en-US,http://www.axisbank.com/,ChIJ4yEv8Ps0kzkRU4hCSFl5-Ls
"Shusil Vanaspati Udhyog (P) Ltd.","H02, 44300, Nepal",H02,,,"27.078707,84.919634",27.078707,84.919634,,,establishment,https://plus.google.com/107455539884964191439/about?hl=en-US,http://www.kediaorganisation.com/?option=com_page&func=details&id=19,ChIJixZnLF5VkzkRK6xPhSI7kGs
"National Medical College","Birgunj 44400, Nepal",Birgunj,,,"27.011174,84.898152",27.011174,84.898152,,4.4,"university / establishment",https://plus.google.com/112667743982882135641/about?hl=en-US,http://www.nmcbir.edu.np/,ChIJibmFB2BUkzkR_fN5S1T-nr0
"GYAN BHARTI PUBLIC SCHOOL","Sitamarhi, Bihar 843328, India",,"094314 13690","+91 94314 13690","26.387477,85.507147",26.387477,85.507147,,,"school / establishment",https://plus.google.com/114031372003741550137/about?hl=en-US,http://www.facebook.com/pages/Gyan-Bharti-Runnisaidpur/157549967627826,ChIJWdhCPBfx7DkR_8pAjkxO0H8
"Birgunj Chamber of Commerce & Industries","Tribhuvan Highway, Birgunj 44300, Nepal","Tribhuvan Highway, Birgunj","051-523653 ext. 522290","+977 51-523653 ext. 522290","27.005511,84.872609",27.005511,84.872609,,,establishment,https://plus.google.com/107200210976236167190/about?hl=en-US,http://www.bicci.org.np/,ChIJQYkxIBRUkzkR0weq9LLgEww
"bank of baroda","Railway Station Road, Bairgania, Bihar, India","Railway Station Road, Bairgania","06226 282 082","+91 6226 282 082","26.738894,85.274989",26.738894,85.274989,,,"bank / finance / establishment",https://plus.google.com/114518557446309024507/about?hl=en-US,http://www.bankofbaroda.com/,ChIJq2Wd_16V7DkRSpu3f3bQJKQ
"Central Bank Of India","Dhangartoli - Mohammadpur Road, Dalpat Bishunpur, Bihar 845418, India","Dhangartoli - Mohammadpur Road, Dalpat Bishunpur","1800 200 1911","+91 1800 200 1911","26.626841,85.197017",26.626841,85.197017,,,"bank / finance / establishment",https://plus.google.com/118101672094593286853/about?hl=en-US,https://www.centralbankofindia.co.in/,ChIJv3vV2VbB7DkR75JyAm2QRS8
"Bank of Baroda","Sheohar Branch, Sheohar, Bihar, India","Sheohar Branch, Sheohar","1800 22 3344","+91 1800 22 3344","26.510353,85.300477",26.510353,85.300477,,,"bank / finance / establishment",https://plus.google.com/111989397816215361988/about?hl=en-US,http://www.bankofbaroda.com/,ChIJjebbAcfn7DkRJrIjqYgUcMw
"Life Insurance Agent in Sheohar, Bihar","Vill-Fatmachak, Po-Parrahi, Sheohar, Bihar 843329, India","Vill-Fatmachak, Po-Parrahi, Sheohar","090065 39355","+91 90065 39355","26.513773,85.300662",26.513773,85.300662,,,"insurance_agency / establishment",https://plus.google.com/118114349837473381331/about?hl=en-US,http://reliancelifeagents.amplio.in/mdw,ChIJH0PLBMTn7DkR8HBzBZB8pRU
"National Insurance","NH 77, Bihar, India","NH 77","1800 200 7710","+91 1800 200 7710","26.588612,85.501612",26.588612,85.501612,,,"insurance_agency / establishment",https://plus.google.com/110968319779311939937/about?hl=en-US,http://www.nationalinsuranceindia.com/,ChIJc_ULpCHx7DkR96OaR3V4MZ0
"HDFC Bank ATM","Sitamarhi, Jairam Traders Shaheed Dawar Chawk, Bypass Sitamari, Sitamari, Bihar 843302, India","Sitamarhi, Jairam Traders Shaheed Dawar Chawk, Bypass Sitamari, Sitamari","022 6160 6161","+91 22 6160 6161","26.588579,85.500737",26.588579,85.500737,,3.8,"bank / atm / finance / establishment",https://plus.google.com/116456429371863705444/about?hl=en-US,http://www.hdfcbank.com/personal/index?src=googplc,ChIJzzJbvyHx7DkRdYF5y3nv3AI
"HDFC Bank Branch / ATM","Rajopatti, Kargil Chowk Bypass Road, Bihar 843002, India","Rajopatti, Kargil Chowk Bypass Road","0612 616 0616","+91 612 616 0616","26.588336,85.501311",26.588336,85.501311,,,"bank / atm / finance / establishment",https://plus.google.com/115675075948192521683/about?hl=en-US,http://www.hdfcbank.com/personal/index?src=googplc,ChIJ2QnQuiHx7DkR-2rPU2ggiro
"Siraha Post Office","Siraha, Bihar 845414, India",Siraha,"1800 11 2011","+91 1800 11 2011","26.525085,85.050415",26.525085,85.050415,,,"post_office / finance / establishment",https://plus.google.com/116476097620454947175/about?hl=en-US,http://www.indiapost.gov.in/,ChIJwVzaIyfO7DkRYkmbeV5jSi4
"Krishna Nagar Post Office","Krishna Nagar Road, Krishna Nagar, Bihar 845420, India","Krishna Nagar Road, Krishna Nagar","072505 45641","+91 72505 45641","26.46205,85.159226",26.46205,85.159226,,,"post_office / finance / establishment",https://plus.google.com/111445611171606307047/about?hl=en-US,http://www.indiapost.gov.in/,ChIJmVKYG7rb7DkR44WsB6EGUnM
"Central Bank of India","MAIN ROAD P.O., MOTIHARI, EAST CHAMPARAN, Bihar 845401, India","MAIN ROAD P.O., MOTIHARI, EAST CHAMPARAN","1800 200 1911","+91 1800 200 1911","26.650098,84.931298",26.650098,84.931298,,,"bank / finance / establishment",https://plus.google.com/100954160286356568089/about?hl=en-US,http://www.centralbankofindia.co.in/,ChIJJ5RIXdA0kzkRxSvZHEYswwA
HDFC,"Rajendra Nagar, Motihari, Bihar 845401, India","Rajendra Nagar, Motihari","1800 22 4060","+91 1800 22 4060","26.651007,84.924284",26.651007,84.924284,,,"bank / finance / establishment",https://plus.google.com/116008538899900129907/about?hl=en-US,http://www.hdfcbank.com,ChIJ3ZOgedw0kzkRsVdjctjlV0g
"Central Bank of India","Madhuban, Bihar 845420, India",Madhuban,"1800 200 1911","+91 1800 200 1911","26.444111,85.13781",26.444111,85.13781,,,"bank / finance / establishment",https://plus.google.com/117011685206430360879/about?hl=en-US,https://www.centralbankofindia.co.in/,ChIJ4787NCXa7DkRcgN0R4fU158
"HDFC Bank Branch / ATM","Motihari, Hazar Jyoti Complex Bank Road, Motihari, Bihar 845401, India","Motihari, Hazar Jyoti Complex Bank Road, Motihari","0612 616 0616","+91 612 616 0616","26.651827,84.921854",26.651827,84.921854,,,"bank / atm / finance / establishment",https://plus.google.com/109231033276156264414/about?hl=en-US,http://www.hdfcbank.com/personal/index?src=googplc,ChIJeZcqVeY0kzkRmTV9gXicZNQ
"city post office","National Highway 28A, Rajendra Nagar, Motihari, Bihar 845401, India","National Highway 28A, Rajendra Nagar, Motihari",,,"26.658955,84.916247",26.658955,84.916247,,,"post_office / finance / establishment",https://plus.google.com/107637762489140349146/about?hl=en-US,http://www.indiapost.gov.in,ChIJn6gm1uE0kzkRcO4-1Q0A9qQ
"stock market","ms College Road, Motihari, Bihar 845401, India","ms College Road, Motihari","089873 91439","+91 89873 91439","26.65,84.9167",26.65,84.9167,,,"finance / establishment",https://plus.google.com/105538784257275868003/about?hl=en-US,http://www.alwaysprofite.blogspot.com/,ChIJSb0qVeY0kzkRO7n-beiezNY
"Bank of Baroda","Arya Nagar, Motihari, Bihar 845401, India","Arya Nagar, Motihari","1800 22 3344","+91 1800 22 3344","26.663692,84.907638",26.663692,84.907638,,,"bank / finance / establishment",https://plus.google.com/112157072980067558104/about?hl=en-US,http://www.bankofbaroda.com/,ChIJV1yQQgM1kzkR4x5m1c6eN7w
"Post Office","Belbawana, Motihari, Bihar 845401, India","Belbawana, Motihari","1800 11 2011","+91 1800 11 2011","26.652577,84.906338",26.652577,84.906338,,3.8,"post_office / finance / establishment",https://plus.google.com/109248864325345873631/about?hl=en-US,http://www.indiapost.gov.in/,ChIJzSU3f_s0kzkRUpIlZv4NyxU
"Central Bank of India","Netajee Subhash Colony, Motihari, Bihar 845401, India","Netajee Subhash Colony, Motihari","1800 200 1911","+91 1800 200 1911","26.649504,84.9038",26.649504,84.9038,,,"bank / finance / establishment",https://plus.google.com/109027145193890702318/about?hl=en-US,https://www.centralbankofindia.co.in/,ChIJpVBaKvo0kzkR2cOCcoPNBSw
"Bara Chakia Post Office","Chakia, Bihar 845412, India",Chakia,"1800 11 2011","+91 1800 11 2011","26.413174,85.051941",26.413174,85.051941,,,"post_office / finance / establishment",https://plus.google.com/111141578535973485952/about?hl=en-US,http://www.indiapost.gov.in/,ChIJDbGA-MTW7DkRbO0AX2zEQ68
"Central Bank of India","Raniganj Mohhala, Chakia, Bihar 845412, India","Raniganj Mohhala, Chakia","1800 200 1911","+91 1800 200 1911","26.414607,85.047681",26.414607,85.047681,,,"bank / finance / establishment",https://plus.google.com/116385109855244608597/about?hl=en-US,https://www.centralbankofindia.co.in/site/indexcbi.aspx,ChIJ-UJ0RMbW7DkRzJBiuulBveY
"Runi Saidpur Post Office","Post Office Road, Runi Saidpur, Bihar 843328, India","Post Office Road, Runi Saidpur","1800 11 2011","+91 1800 11 2011","26.392754,85.506286",26.392754,85.506286,,,"post_office / finance / establishment",https://plus.google.com/110043715376068856039/about?hl=en-US,http://www.indiapost.gov.in/,ChIJoYsOW8z97DkRLjWVOjxe0uU
"Post Office","Turkaulia, Bihar 845437, India",Turkaulia,"1800 11 2011","+91 1800 11 2011","26.60792,84.829707",26.60792,84.829707,,,"post_office / finance / establishment",https://plus.google.com/117819664692581996171/about?hl=en-US,http://www.indiapost.gov.in,ChIJjUx9RjMxkzkREEzUOPeKMso
"Life insurance agent in Motihari, Bihar","Vill Sirishiya, Po NonyadihVia, Raxaul, Motihari, Motihari, Bihar, Bihar 845305, India","Vill Sirishiya, Po NonyadihVia, Raxaul, Motihari, Motihari, Bihar","098019 43527","+91 98019 43527","26.983486,84.849933",26.983486,84.849933,,,"insurance_agency / establishment",https://plus.google.com/113259464454217546564/about?hl=en-US,http://reliancelifeagents.amplio.in/nurulh,ChIJSb0qVeY0kzkRVcVGKtH67l0
"New Janta Engineering Work Shop","Near Bharat Petrol Pump Pankaj Chawk Laxmipipur, Raxaul, Bihar 845305, India","Near Bharat Petrol Pump Pankaj Chawk Laxmipipur, Raxaul","084204 49746","+91 84204 49746","26.974116,84.84871",26.974116,84.84871,,,establishment,https://plus.google.com/116559526699026866728/about?hl=en-US,http://www.njewsl.webs.com/,ChIJHVejflBRkzkRQyLlkzP6pfg
"Sewak Sanjaynath Tantrik Kali Mandir","Sewak Sanjaynath Tantrik Kali Mandir Kali Nagari,, Raxaul, Bihar, India","Sewak Sanjaynath Tantrik Kali Mandir Kali Nagari,, Raxaul","06255 220 622","+91 6255 220 622","26.984184,84.84989",26.984184,84.84989,,,"place_of_worship / establishment",https://plus.google.com/115975524704398747692/about?hl=en-US,http://www.vamtantrasamrat.com/,ChIJ72HpPVNRkzkRBVD4zl3hoyc
